time,open,high,low,close,volume
1/2/2023 6:00,16648.37,16663.27,16635.93,16641.1,3210.61774
1/2/2023 7:00,16641.1,16769.51,16637.44,16721.28,12856.08557
1/2/2023 8:00,16721.27,16772.01,16707.52,16733.71,7080.81126
1/2/2023 9:00,16733.71,16745.68,16710.54,16717.5,5599.20896
1/2/2023 10:00,16717.5,16762.86,16708.68,16727.95,5892.57705
1/2/2023 11:00,16727.72,16741.72,16704.07,16735.11,4695.34392
1/2/2023 12:00,16735.51,16746.29,16719.3,16721.54,4262.00363
1/2/2023 13:00,16721.96,16725.6,16685,16694.78,5598.29706
1/2/2023 14:00,16695.12,16710.41,16669.15,16698.69,5460.35075
1/2/2023 15:00,16698.69,16750,16692.01,16734.66,6426.56347
1/2/2023 16:00,16734.66,16739.64,16708.23,16710.88,3861.0201
1/2/2023 17:00,16710.69,16723,16707.12,16715.42,3035.91493
1/2/2023 18:00,16715.42,16731.71,16707.47,16723.81,2810.694
1/2/2023 19:00,16723.64,16738.22,16715.88,16737.56,2607.1075
1/2/2023 20:00,16737.56,16738.23,16709.29,16728.52,2881.53898
1/2/2023 21:00,16728.52,16799.23,16718.41,16757.76,3771.07914
1/2/2023 22:00,16757.76,16763.78,16690.18,16698.4,5609.151
1/2/2023 23:00,16698.4,16722.98,16660.51,16672.87,6806.55328
1/3/2023 0:00,16672.78,16706.14,16647.81,16695.59,5684.61483
1/3/2023 1:00,16695.59,16696.04,16651.42,16677.6,5606.2077
1/3/2023 2:00,16677.6,16688.53,16671.6,16674.03,4217.23484
1/3/2023 3:00,16674.04,16700.28,16666.91,16691.81,4675.39859
1/3/2023 4:00,16691.81,16699.63,16681.79,16685.64,3591.36818
1/3/2023 5:00,16685.21,16727.72,16683.31,16725.5,5214.59458
1/3/2023 6:00,16725.5,16778.4,16722.31,16727.58,7123.40419
1/3/2023 7:00,16727.58,16732.64,16707.57,16729.74,5504.97638
1/3/2023 8:00,16730.15,16735.84,16698.15,16715.22,7060.75169
1/3/2023 9:00,16714.77,16766,16714,16741.31,6977.90665
1/3/2023 10:00,16741.22,16749.1,16721.89,16724.32,5640.0479
1/3/2023 11:00,16724,16737.58,16709.87,16721.03,5897.45752
1/3/2023 12:00,16721.42,16728.02,16703,16710.85,6466.63588
1/3/2023 13:00,16710.85,16739.93,16709.41,16725.53,7567.34193
1/3/2023 14:00,16725.53,16773,16631.95,16661.23,15670.06766
1/3/2023 15:00,16662.08,16683.45,16617.79,16676.94,12427.73835
1/3/2023 16:00,16677.54,16688.2,16611.3,16622.58,10273.56889
1/3/2023 17:00,16621.93,16644,16605.28,16633.65,6785.77064
1/3/2023 18:00,16633.15,16653.53,16626.8,16645.08,5698.95938
1/3/2023 19:00,16644.51,16657.54,16622.41,16643.37,6760.83384
1/3/2023 20:00,16643.77,16680.44,16640.4,16661.37,7053.06124
1/3/2023 21:00,16661.37,16685.73,16658.36,16664.63,4588.95144
1/3/2023 22:00,16664.44,16680.37,16647.71,16677.11,3839.28133
1/3/2023 23:00,16677.11,16695,16667.16,16675.18,5215.3637
1/4/2023 0:00,16675.65,16677.15,16652.66,16660.53,4922.78018
1/4/2023 1:00,16660.53,16737.23,16657.68,16701.97,9492.81204
1/4/2023 2:00,16701.63,16754.52,16701.5,16736.52,9182.6903
1/4/2023 3:00,16736.52,16877.65,16736.39,16862.02,18306.29002
1/4/2023 4:00,16862.61,16910.98,16849.44,16860.5,10155.76424
1/4/2023 5:00,16861.05,16867.22,16840.36,16857.57,6067.9004
1/4/2023 6:00,16857.57,16880,16849.31,16878.18,6314.32318
1/4/2023 7:00,16878.87,16891.27,16850,16869.44,7732.26528
1/4/2023 8:00,16869.49,16919,16833.5,16864.95,10747.14204
1/4/2023 9:00,16864.51,16869.7,16831.13,16844.91,7428.47586
1/4/2023 10:00,16844.69,16848.06,16832.1,16844.92,6103.39721
1/4/2023 11:00,16845.3,16854.24,16834.42,16835.35,6041.62493
1/4/2023 12:00,16835.35,16846.95,16804.08,16812.19,8292.1096
1/4/2023 13:00,16812.57,16837.34,16808.55,16828.2,6632.83668
1/4/2023 14:00,16828.4,16863.09,16795.24,16830.12,11666.84154
1/4/2023 15:00,16830.12,16858.51,16765.3,16854.05,14251.27171
1/4/2023 16:00,16853.55,16897,16829,16858.85,10314.19057
1/4/2023 17:00,16858.85,16940,16849.5,16893.24,11064.92581
1/4/2023 18:00,16892.98,16985.91,16872.07,16948.04,11575.12283
1/4/2023 19:00,16948.04,16991.87,16787.85,16842.36,19122.11255
1/4/2023 20:00,16842.32,16852.23,16777,16806.49,10533.90467
1/4/2023 21:00,16806.49,16832.73,16793.73,16826.81,4532.62963
1/4/2023 22:00,16827.21,16853.71,16814.93,16826.68,4037.94925
1/4/2023 23:00,16826.72,16869.56,16815.54,16850.36,5842.8281
1/5/2023 0:00,16850.36,16878.18,16827.24,16828.45,6623.10938
1/5/2023 1:00,16828.09,16849.99,16807.72,16832.9,5556.45206
1/5/2023 2:00,16833.37,16844.44,16823.3,16836.8,4543.82321
1/5/2023 3:00,16836.8,16838.57,16818.86,16827.71,5040.38256
1/5/2023 4:00,16827.71,16842.85,16821.21,16836.41,4379.90824
1/5/2023 5:00,16836.41,16849.37,16835.04,16844.12,4515.36693
1/5/2023 6:00,16844.12,16845.8,16812.56,16817.13,5572.14194
1/5/2023 7:00,16817.34,16824.4,16789.87,16823.64,6746.14124
1/5/2023 8:00,16823.05,16829.99,16792.85,16807.53,6447.49843
1/5/2023 9:00,16807.74,16814.23,16780.75,16807.12,7782.61782
1/5/2023 10:00,16807.22,16837.59,16803.49,16825.08,6356.79431
1/5/2023 11:00,16825.36,16839,16814.71,16833.6,5709.31049
1/5/2023 12:00,16833.6,16834.7,16816.68,16822.13,5387.18553
1/5/2023 13:00,16822.13,16832.54,16777.86,16780.25,9909.86762
1/5/2023 14:00,16780.79,16837,16753,16829.59,13999.13031
1/5/2023 15:00,16830.28,16879.82,16823.1,16842.94,12667.05102
1/5/2023 16:00,16842.94,16865.21,16823.22,16838.28,8528.81937
1/5/2023 17:00,16837.96,16846.88,16811.82,16814.48,6639.45914
1/5/2023 18:00,16814.18,16847.59,16800.5,16841.93,7720.01139
1/5/2023 19:00,16841.94,16875.5,16826.67,16863.85,7269.1746
1/5/2023 20:00,16864.29,16873.52,16846.63,16859.02,5979.34021
1/5/2023 21:00,16859.02,16864.84,16834.17,16848.51,5700.5171
1/5/2023 22:00,16848.51,16857.96,16832.34,16837.85,3566.0679
1/5/2023 23:00,16838.09,16847.88,16818.91,16831.85,6833.39561
1/6/2023 0:00,16831.85,16872.57,16825.85,16859.78,6280.9838
1/6/2023 1:00,16859.44,16863.16,16820.18,16827.8,4845.69802
1/6/2023 2:00,16827.45,16839.79,16802.01,16837.06,7000.67909
1/6/2023 3:00,16836.65,16842.03,16826.46,16833.56,4769.20542
1/6/2023 4:00,16833.56,16837.87,16805.31,16822.99,6236.39942
1/6/2023 5:00,16823.24,16823.63,16792.12,16810.18,6230.44034
1/6/2023 6:00,16809.74,16816.45,16779.96,16786.86,6529.22759
1/6/2023 7:00,16786.6,16802.87,16780.15,16794.06,5763.44917
1/6/2023 8:00,16794.33,16812.22,16791.47,16802.11,5475.1394
1/6/2023 9:00,16802.11,16802.27,16762.5,16787.1,7581.99164
1/6/2023 10:00,16787.1,16802.98,16760,16767.06,6268.17791
1/6/2023 11:00,16767.15,16772.78,16709.88,16738.22,10651.25261
1/6/2023 12:00,16738.74,16749,16717.66,16731.02,7194.28857
1/6/2023 13:00,16730.65,16817,16679,16774.19,18804.40486
1/6/2023 14:00,16774.19,16791.49,16720,16748.82,11361.10297
1/6/2023 15:00,16748.82,16849,16748.26,16840.82,15225.11473
1/6/2023 16:00,16840.1,16854,16805.04,16827.21,11411.79147
1/6/2023 17:00,16827.21,16845.78,16811.63,16821.27,8080.32447
1/6/2023 18:00,16821.58,16864.15,16821.12,16850.45,9135.64548
1/6/2023 19:00,16850.64,16965.41,16845,16939.91,14143.93623
1/6/2023 20:00,16940.41,17041,16886.21,16897.48,15953.02164
1/6/2023 21:00,16897.96,16952.7,16889.27,16931.27,7417.97543
1/6/2023 22:00,16931.27,16967.41,16930.68,16958.35,5234.9501
1/6/2023 23:00,16958.35,16980,16942.1,16950.65,5806.08379
1/7/2023 0:00,16950.31,16979.38,16930.46,16978.18,5467.28682
1/7/2023 1:00,16978.15,16981.91,16944.15,16950.02,4267.6657
1/7/2023 2:00,16950.02,16956.11,16936.26,16944.24,4191.36187
1/7/2023 3:00,16943.93,16958.06,16936.58,16952.46,4016.68993
1/7/2023 4:00,16952.73,16954.45,16936.04,16938.27,3778.01251
1/7/2023 5:00,16937.85,16942.06,16932.37,16934.28,3697.84857
1/7/2023 6:00,16934.02,16936.89,16922.14,16933.29,4212.49077
1/7/2023 7:00,16933.56,16948.78,16931.94,16948.09,3792.07998
1/7/2023 8:00,16948.18,16954.95,16926.99,16929.76,4917.47697
1/7/2023 9:00,16929.58,16933.95,16921.44,16928.51,4343.09876
1/7/2023 10:00,16928.78,16930.56,16912.18,16922.51,4731.06815
1/7/2023 11:00,16922.51,16925.9,16908.07,16918.3,4945.07877
1/7/2023 12:00,16918.3,16920.07,16908,16916.14,5565.59897
1/7/2023 13:00,16916.14,16936.58,16914.14,16919.34,5503.13343
1/7/2023 14:00,16919.34,16947.7,16908.6,16937.92,5735.37622
1/7/2023 15:00,16937.63,16947.64,16934.35,16940.42,3845.98614
1/7/2023 16:00,16940.6,16940.61,16916,16922.79,5124.97026
1/7/2023 17:00,16922.79,16935.87,16918.85,16928.85,4106.2368
1/7/2023 18:00,16928.85,16940,16928.22,16938.12,3342.1124
1/7/2023 19:00,16938.12,16946.13,16935.23,16944.05,3500.68036
1/7/2023 20:00,16944.05,16951.92,16937.04,16945.77,4307.78731
1/7/2023 21:00,16945.44,16950.25,16937,16939.31,3924.97772
1/7/2023 22:00,16939.06,16941.69,16929.46,16936.31,3605.78679
1/7/2023 23:00,16936.31,16948.04,16931.05,16943.57,3603.7636
1/8/2023 0:00,16943.83,16955,16911,16926.66,6117.02466
1/8/2023 1:00,16926.66,16936,16915.25,16929.82,4392.91927
1/8/2023 2:00,16929.82,16934,16919.07,16931.18,3389.34917
1/8/2023 3:00,16931.46,16944.62,16926.17,16944.02,4396.50361
1/8/2023 4:00,16944.02,16944.99,16934.4,16934.75,2924.6404
1/8/2023 5:00,16934.95,16944.21,16933.54,16943.73,3386.28009
1/8/2023 6:00,16943.73,16951.97,16933.26,16950.92,4100.79008
1/8/2023 7:00,16950.92,16957.12,16943.16,16953.77,4255.90012
1/8/2023 8:00,16953.77,16956.01,16940.01,16946.07,4846.58066
1/8/2023 9:00,16945.91,16967.67,16925.05,16935.6,7110.82123
1/8/2023 10:00,16935.6,16940,16933.14,16936.41,3937.60336
1/8/2023 11:00,16936.41,16954,16926.3,16927.42,4539.40504
1/8/2023 12:00,16927.42,16932.51,16921.4,16923.75,4218.20227
1/8/2023 13:00,16924.01,16938.49,16920.37,16933.03,4085.80873
1/8/2023 14:00,16933.32,16954.3,16931.25,16952.44,5570.28633
1/8/2023 15:00,16952.44,17019.79,16938,17000.43,9212.24098
1/8/2023 16:00,17000.43,17022.08,16916.1,16936.87,10618.32869
1/8/2023 17:00,16936.87,16952.03,16920.3,16928.5,5335.0462
1/8/2023 18:00,16928.89,16936.49,16919.94,16929.84,3902.21677
1/8/2023 19:00,16930.03,16939.45,16923.84,16927.25,3702.07617
1/8/2023 20:00,16927.25,16982.43,16924.41,16966.67,8747.8127
1/8/2023 21:00,16966.95,16988.02,16945.5,16957.46,6021.89438
1/8/2023 22:00,16957.28,16976.53,16952.67,16963.14,4593.80115
1/8/2023 23:00,16963.27,17176.99,16962.95,17127.83,15750.36489
1/9/2023 0:00,17127.83,17199,17104.66,17184.51,16663.49596
1/9/2023 1:00,17185.28,17230,17145.52,17175.02,11243.36822
1/9/2023 2:00,17175.02,17252.6,17161.7,17191.47,14664.83212
1/9/2023 3:00,17191.47,17217.34,17176.72,17197,8227.46784
1/9/2023 4:00,17197,17253.19,17194.32,17226.49,11007.13679
1/9/2023 5:00,17227.11,17262.56,17200.6,17205.95,8658.79449
1/9/2023 6:00,17205.95,17220.59,17180,17189.24,7006.60552
1/9/2023 7:00,17189.25,17215.48,17183.92,17198.48,6873.81205
1/9/2023 8:00,17198.01,17240,17186.95,17191.68,8729.24544
1/9/2023 9:00,17191.68,17270,17189.53,17238.38,11688.66494
1/9/2023 10:00,17238.38,17285.48,17235.59,17264.5,10364.82478
1/9/2023 11:00,17264.1,17278.87,17236.21,17238.93,7685.46206
1/9/2023 12:00,17239.47,17254.97,17228.85,17249.06,7702.65742
1/9/2023 13:00,17249.4,17295.55,17190.74,17226.9,11770.67245
1/9/2023 14:00,17227.3,17276.13,17206.98,17264.25,13182.45775
1/9/2023 15:00,17263.67,17335.35,17228.67,17268.49,17858.24406
1/9/2023 16:00,17268.49,17357.7,17268.02,17327.84,16193.72323
1/9/2023 17:00,17328.25,17375.77,17316.43,17356.96,12553.81044
1/9/2023 18:00,17356.57,17398.8,17323.71,17350.71,14266.71978
1/9/2023 19:00,17351.1,17352.68,17293.34,17293.69,9506.66121
1/9/2023 20:00,17294.19,17313.3,17177.87,17221.29,16784.2954
1/9/2023 21:00,17221.29,17246.26,17165.04,17182.48,10641.44945
1/9/2023 22:00,17182.36,17222.32,17167.35,17204.83,5444.24581
1/9/2023 23:00,17204.83,17205.57,17128,17178.26,7492.88002
1/10/2023 0:00,17179.04,17220.29,17178.19,17219.19,7195.9706
1/10/2023 1:00,17219.19,17235,17188.31,17194.39,8619.72528
1/10/2023 2:00,17193.97,17215,17146.34,17185.94,9620.79785
1/10/2023 3:00,17185.73,17208.17,17172.47,17205.72,5509.67537
1/10/2023 4:00,17205.31,17222.5,17196.04,17221.68,6465.17667
1/10/2023 5:00,17222.05,17233.91,17207.05,17228.77,5477.38412
1/10/2023 6:00,17228.66,17233.5,17189.15,17203.95,7243.88623
1/10/2023 7:00,17203.95,17211,17192,17203.2,6803.12603
1/10/2023 8:00,17203.2,17270.69,17187.73,17256.34,10065.10708
1/10/2023 9:00,17256.34,17277.87,17242.12,17247.71,7103.67661
1/10/2023 10:00,17247.71,17276.6,17233.48,17271.02,6781.4259
1/10/2023 11:00,17271.02,17286.02,17250.95,17252.89,7132.79462
1/10/2023 12:00,17252.89,17257.19,17218.44,17224.15,8319.09891
1/10/2023 13:00,17224.15,17255.55,17212.14,17246.05,8539.8137
1/10/2023 14:00,17246.45,17326.07,17220,17286.59,21263.07475
1/10/2023 15:00,17287.01,17375,17271.38,17327.7,19401.38074
1/10/2023 16:00,17327.7,17341.97,17282,17302.15,10943.41192
1/10/2023 17:00,17302.55,17339.29,17287.11,17325.97,7038.14912
1/10/2023 18:00,17325.61,17443.95,17323.02,17433.95,14841.37941
1/10/2023 19:00,17433.7,17456.07,17398.28,17432.85,10256.876
1/10/2023 20:00,17432.85,17495.69,17405.3,17477.15,12015.24942
1/10/2023 21:00,17477.95,17499,17448.75,17463.56,7080.33103
1/10/2023 22:00,17463.86,17464.56,17418.98,17428.08,6677.99954
1/10/2023 23:00,17428.08,17444.97,17403.73,17440.66,6986.91491
1/11/2023 0:00,17440.64,17502.83,17428.37,17466.02,8526.37461
1/11/2023 1:00,17466.02,17510,17436.03,17458.05,8068.79008
1/11/2023 2:00,17458.49,17462.7,17383.08,17388.2,7948.58416
1/11/2023 3:00,17387.67,17425.2,17366.58,17416.14,7402.73595
1/11/2023 4:00,17416.49,17425.42,17391,17408.39,5250.33415
1/11/2023 5:00,17407.98,17436.73,17397.27,17406.3,6119.31971
1/11/2023 6:00,17406.16,17442.47,17388,17437.29,9009.63417
1/11/2023 7:00,17436.89,17462.99,17426.07,17446.65,9347.60277
1/11/2023 8:00,17447.02,17451.38,17408.68,17447.6,8596.90944
1/11/2023 9:00,17447.95,17472.15,17439.7,17446.71,8159.56219
1/11/2023 10:00,17446.86,17459,17435.18,17441.24,6172.66996
1/11/2023 11:00,17441.24,17454.51,17427.86,17437.75,7057.23375
1/11/2023 12:00,17437.75,17437.75,17402,17418.56,9151.50731
1/11/2023 13:00,17418.56,17435.74,17383.48,17413.43,9777.24374
1/11/2023 14:00,17413.43,17435.87,17376,17413.97,13585.06312
1/11/2023 15:00,17413.97,17437.71,17315.6,17332.43,16548.57079
1/11/2023 16:00,17331.9,17368.37,17320.42,17347.62,9399.06698
1/11/2023 17:00,17347.79,17393.5,17342.51,17382.08,7438.16925
1/11/2023 18:00,17382.05,17571.7,17380.76,17487.09,23106.94112
1/11/2023 19:00,17486.44,17557.76,17468.57,17550.29,15845.33763
1/11/2023 20:00,17549.62,17581.75,17508.86,17550.57,13165.28391
1/11/2023 21:00,17550.57,17571.38,17529.39,17558.6,8702.05303
1/11/2023 22:00,17559.49,17597,17514.06,17556.41,12547.23588
1/11/2023 23:00,17556.41,18000,17550.87,17943.26,31295.38283
1/12/2023 0:00,17943.26,18297.37,17907.25,18264.1,29755.53326
1/12/2023 1:00,18264.1,18292.56,18140.58,18221.51,23739.80084
1/12/2023 2:00,18222.31,18385.71,18179.49,18207.54,18968.39437
1/12/2023 3:00,18206.85,18240.17,18196.83,18224.68,10030.80424
1/12/2023 4:00,18224.68,18232.5,18197.46,18215.66,7951.75735
1/12/2023 5:00,18215.74,18241.43,18075.19,18087.54,12286.65303
1/12/2023 6:00,18087.54,18164.19,18085.3,18147.77,9141.46584
1/12/2023 7:00,18147.25,18177.97,18117.3,18138.22,7876.30717
1/12/2023 8:00,18138.21,18152.17,18071.06,18151.52,9012.78676
1/12/2023 9:00,18151.52,18173.72,18129.31,18164.67,8167.69214
1/12/2023 10:00,18164.13,18218,18142.18,18185.6,9055.0101
1/12/2023 11:00,18185.6,18222.59,18163.57,18200.8,8018.64554
1/12/2023 12:00,18200.8,18279.86,18170.27,18268.94,15008.40297
1/12/2023 13:00,18269.59,18380.47,17892.05,18284.91,51231.61325
1/12/2023 14:00,18284.91,18356.58,17925.09,17998.56,40174.44274
1/12/2023 15:00,17997.63,18142.8,17988.01,18086.62,24291.99886
1/12/2023 16:00,18087.28,18144,18054.61,18134.55,14946.27349
1/12/2023 17:00,18134.55,18872,18105.56,18837.06,37374.42104
1/12/2023 18:00,18837.06,18988,18615.21,18796.93,33953.94896
1/12/2023 19:00,18796.93,19060,18760.34,18885.35,24609.80921
1/12/2023 20:00,18885.35,19087,18820.63,19048.95,19237.60617
1/12/2023 21:00,19048.95,19117.04,18762,18830.07,21655.32154
1/12/2023 22:00,18830.07,18936.21,18776.83,18913.92,9015.33064
1/12/2023 23:00,18913.38,18915.56,18844.55,18846.62,9064.30227
1/13/2023 0:00,18846.62,18887,18714.12,18771.61,14571.89741
1/13/2023 1:00,18771.61,18819.37,18744.58,18811.48,9450.99789
1/13/2023 2:00,18811.4,18842.73,18786.1,18835.48,8659.244
1/13/2023 3:00,18835.48,18883.55,18823.54,18876.37,9046.16516
1/13/2023 4:00,18876.37,18883.79,18818.31,18821.27,8211.64506
1/13/2023 5:00,18821.27,18835.77,18778.41,18787.71,8427.10991
1/13/2023 6:00,18787.71,18864.21,18780.57,18852.68,7522.51436
1/13/2023 7:00,18853.1,18857.87,18785,18824.25,9476.07449
1/13/2023 8:00,18825,18860.17,18810.01,18842.15,8768.8504
1/13/2023 9:00,18842.68,18938.99,18839.17,18910.23,12906.62634
1/13/2023 10:00,18910.8,19057.7,18858.98,19042.01,18027.7203
1/13/2023 11:00,19042.87,19045.17,18888.79,18920.95,13932.14357
1/13/2023 12:00,18920.95,18936.98,18811.52,18864.59,12196.93938
1/13/2023 13:00,18864.59,18902.04,18812,18854.84,11447.72178
1/13/2023 14:00,18854.84,19143.28,18833.51,18996.27,21812.49739
1/13/2023 15:00,18996.27,19310.91,18984.09,19261.19,39505.15947
1/13/2023 16:00,19261.19,19276.41,19060.15,19133.39,21990.08148
1/13/2023 17:00,19133.39,19406.26,19105.5,19256.06,24276.05083
1/13/2023 18:00,19255.84,19387.37,19253.76,19292.44,16005.03199
1/13/2023 19:00,19293.25,19373,19246.12,19362.01,13817.14939
1/13/2023 20:00,19363.43,19497.18,19315.77,19473.67,18901.95762
1/13/2023 21:00,19474.82,19911.82,19375.52,19816.81,28641.78804
1/13/2023 22:00,19816.81,20000,19786.43,19849.41,20913.07012
1/13/2023 23:00,19848.53,19942.2,19728.62,19930.01,10107.44185
1/14/2023 0:00,19930.01,21258,19888.05,20891.67,66759.62394
1/14/2023 1:00,20891.67,21088,20691.13,20927.44,28721.89375
1/14/2023 2:00,20926.78,21037.89,20820.06,20938.93,21828.4948
1/14/2023 3:00,20937.87,20986.3,20781.81,20967.23,15596.51492
1/14/2023 4:00,20967.23,21033.64,20878.33,20894.86,13195.35042
1/14/2023 5:00,20895.43,20914.81,20777.37,20841.62,11892.84254
1/14/2023 6:00,20840.65,20973.63,20838.53,20955.57,9645.2354
1/14/2023 7:00,20954.37,20967.94,20850,20897.36,9942.91758
1/14/2023 8:00,20897.36,21022.39,20875.6,21003.35,11647.1779
1/14/2023 9:00,21003.35,21010.83,20306.64,20523.75,34526.45807
1/14/2023 10:00,20523.75,20526.88,20225.06,20496.77,18153.54315
1/14/2023 11:00,20496.77,20755.19,20472.39,20721.73,15443.07562
1/14/2023 12:00,20721.03,20975,20575.06,20911.19,18682.39138
1/14/2023 13:00,20911.19,20982.26,20782.86,20940.71,12769.52817
1/14/2023 14:00,20939.26,21200,20568.12,20834.4,23382.71318
1/14/2023 15:00,20832.6,20896,20629.84,20786.74,15922.70411
1/14/2023 16:00,20785.85,20866.24,20750.81,20810.66,12083.54299
1/14/2023 17:00,20809.94,20911.23,20725.32,20755.78,11055.39428
1/14/2023 18:00,20755.78,20800,20660,20757.99,8912.40137
1/14/2023 19:00,20757.99,20861.28,20717.41,20783.68,8210.56962
1/14/2023 20:00,20783.68,20899.4,20758,20877.47,6009.78342
1/14/2023 21:00,20876.31,20947.84,20827.31,20900.66,7390.95259
1/14/2023 22:00,20900.66,21023.93,20864.29,20989.97,5335.75759
1/14/2023 23:00,20989.97,21072.27,20933.33,20954.92,6804.88272
1/15/2023 0:00,20952.76,21001.84,20623.21,20767.05,14735.14851
1/15/2023 1:00,20766.57,20789.96,20647.78,20770.29,7937.08168
1/15/2023 2:00,20771.27,20816.7,20667.96,20672.91,7268.68577
1/15/2023 3:00,20672.79,20742.83,20551.01,20719.09,8095.435
1/15/2023 4:00,20719.09,20759.87,20679,20698.14,4760.81434
1/15/2023 5:00,20698.14,20785,20677.38,20749.76,5102.14697
1/15/2023 6:00,20748.94,20789.58,20698,20717,4727.89874
1/15/2023 7:00,20717,20739.82,20666.88,20735.69,5685.65589
1/15/2023 8:00,20735.69,20755.22,20591.21,20617.71,9316.58251
1/15/2023 9:00,20617.93,20754.54,20573.13,20750.59,8557.69198
1/15/2023 10:00,20748.94,20759,20692.17,20732.83,5197.76285
1/15/2023 11:00,20732.83,20741.64,20657.81,20722.23,5578.01992
1/15/2023 12:00,20722.23,20744.89,20652.24,20694.03,5026.75295
1/15/2023 13:00,20694.03,20844.29,20685,20705.79,7209.06636
1/15/2023 14:00,20705.79,20818.15,20670.7,20787.58,7251.10535
1/15/2023 15:00,20787.87,20994.05,20776.47,20908.28,13017.58428
1/15/2023 16:00,20906.97,20961.81,20850.72,20869.2,9453.15336
1/15/2023 17:00,20871.09,21050.74,20865.33,20920.23,11029.40649
1/15/2023 18:00,20921.48,20923.59,20665,20817.94,12011.63609
1/15/2023 19:00,20817.94,20903.47,20776.78,20870.15,5169.47152
1/15/2023 20:00,20870.15,20929.99,20836.1,20905.69,5012.8686
1/15/2023 21:00,20904.74,20932.4,20860.01,20900.62,4089.65709
1/15/2023 22:00,20900.62,20952.37,20746.39,20911.27,6528.17941
1/15/2023 23:00,20911.27,20938.6,20837,20871.5,5780.41983
1/16/2023 0:00,20872.99,20999.25,20770.2,20966.58,10746.9633
1/16/2023 1:00,20966.58,21322,20913.2,21182.87,23437.22746
1/16/2023 2:00,21182.87,21439.59,21118.94,21209.31,19388.71779
1/16/2023 3:00,21208.54,21229.92,21028.02,21075.68,12123.46188
1/16/2023 4:00,21074.8,21166.8,21037.64,21148.99,8170.58991
1/16/2023 5:00,21147.98,21216.7,21119.05,21187.16,6954.41915
1/16/2023 6:00,21187.89,21260,21106.96,21149.8,10204.48252
1/16/2023 7:00,21149.8,21159.7,21066.23,21109.23,7602.55388
1/16/2023 8:00,21109.4,21113.22,20666,20747.7,24188.23332
1/16/2023 9:00,20746.75,20840,20720,20824.08,9658.96868
1/16/2023 10:00,20824.55,20900,20800,20850.68,8590.12146
1/16/2023 11:00,20850.31,20860.4,20781.11,20817.56,7020.44092
1/16/2023 12:00,20816.63,20867.41,20777.04,20787.54,6680.21021
1/16/2023 13:00,20787.54,20870,20766.35,20827.47,7183.28414
1/16/2023 14:00,20827.47,20894,20756,20860.68,10008.38954
1/16/2023 15:00,20860.68,21053.89,20611.48,20994.17,26139.39635
1/16/2023 16:00,20995.37,21050,20916.43,20998.5,11603.50524
1/16/2023 17:00,20998.5,21176.5,20985.33,21103.99,13455.47666
1/16/2023 18:00,21102.71,21296.37,21053.55,21281.97,12337.10199
1/16/2023 19:00,21281.96,21414.42,21216,21308.57,20188.95342
1/16/2023 20:00,21307.29,21474.05,21216.05,21292,13665.81287
1/16/2023 21:00,21292,21294,21048.16,21132.36,11788.13722
1/16/2023 22:00,21133.34,21224.12,21127.04,21185.89,5784.32972
1/16/2023 23:00,21185.89,21227,21097.27,21185.65,6157.30499
